waveNumber;reference;Size (US);quantityToPick (units);locations;operator
34215;2T1DJM;10.5;1;I-18-22     ;Operator_17
34215;2T1DJM;10.5;1;I-18-22     ;Operator_17
34215;05W6TK;9.0;1;RC-01       ;Operator_17
34215;05W6TK;9.5;1;RC-01       ;Operator_17
34215;05W6TK;9.5;1;RC-01       ;Operator_17
34215;05W6TK;12.0;1;RC-01       ;Operator_17
34215;8N10W9;10.5;1;H-08-23     ;Operator_17
34214;G8ASPE;9.5;1;L-06-23     ;Operator_18
34214;Q164T6;8.0;1;P-18-13     ;Operator_18
34214;NJVZEL;10.0;1;P-09-13     ;Operator_18
34214;NJVZEL;9.5;1;N-13-22     ;Operator_18
34214;U95NWB;8.5;1;M-19-22     ;Operator_18
34214;U95NWB;8.5;1;M-19-22     ;Operator_18
34214;U95NWB;9.5;1;M-19-23     ;Operator_18
34214;U95NWB;9.5;1;M-19-23     ;Operator_18
34214;U95NWB;8.0;1;M-19-11     ;Operator_18
34214;U95NWB;9.0;1;M-19-12     ;Operator_18
34214;AKP0A7;9.5;1;L-21-23     ;Operator_18
34214;AKP0A7;9.5;1;L-21-23     ;Operator_18
34214;2LPO6D;9.0;1;K-14-23     ;Operator_18
34214;6M2FJM;9.5;1;I-22-22     ;Operator_18
34214;2T1DJM;8.0;1;I-14-23     ;Operator_18
34214;8N10W9;9.5;1;H-08-21     ;Operator_18
34214;8N10W9;9.5;1;H-08-21     ;Operator_18
34214;8N10W9;9.0;1;H-06-23     ;Operator_18
34214;8N10W9;8.0;1;H-06-21     ;Operator_18
34214;8N10W9;8.0;1;H-06-21     ;Operator_18
34214;I1KDJ0;10.0;1;I-08-22     ;Operator_18
34214;05W6TK;12.0;1;RC-01       ;Operator_18
34214;AHR20O;10.0;1;RC-01       ;Operator_18
34214;8BSFSA;9.5;1;RC-01       ;Operator_18
34213;8BSFSA;9.5;1;P-07-22     ;Operator_17
34213;8BSFSA;9.5;1;P-07-22     ;Operator_17
34213;8BSFSA;9.0;1;P-14-12     ;Operator_17
34213;8BSFSA;9.0;1;P-14-12     ;Operator_17
34213;8BSFSA;9.0;1;P-14-12     ;Operator_17
34213;8BSFSA;9.0;1;P-02-23     ;Operator_17
34213;8BSFSA;9.0;1;P-04-22     ;Operator_17
34213;8BSFSA;9.5;1;P-08-12     ;Operator_17
34213;8BSFSA;9.5;1;P-08-12     ;Operator_17
34213;8BSFSA;9.0;1;P-03-22     ;Operator_17
34213;8BSFSA;9.0;1;P-03-22     ;Operator_17
34213;8BSFSA;9.0;1;P-03-22     ;Operator_17
34213;8BSFSA;9.0;1;P-03-22     ;Operator_17
34213;8BSFSA;9.5;1;P-03-22     ;Operator_17
34213;8BSFSA;9.5;1;P-06-21     ;Operator_17
34213;8BSFSA;9.5;1;P-06-21     ;Operator_17
34213;8BSFSA;9.5;1;P-06-21     ;Operator_17
34213;8BSFSA;9.0;1;P-06-21     ;Operator_17
34213;8BSFSA;9.0;1;P-06-21     ;Operator_17
34213;8BSFSA;9.0;1;P-06-21     ;Operator_17
34213;8BSFSA;9.0;1;P-06-21     ;Operator_17
34213;8BSFSA;9.0;1;P-06-21     ;Operator_17
34213;8BSFSA;9.0;1;P-06-21     ;Operator_17
34213;8BSFSA;9.0;1;P-06-21     ;Operator_17
34212;8BSFSA;8.5;1;P-13-22     ;Operator_18
34212;8BSFSA;8.5;1;P-13-22     ;Operator_18
34212;8BSFSA;8.5;1;P-13-22     ;Operator_18
34212;8BSFSA;9.0;1;P-07-23     ;Operator_18
34212;8BSFSA;9.0;1;P-07-23     ;Operator_18
34212;8BSFSA;9.0;1;P-07-23     ;Operator_18
34212;8BSFSA;9.0;1;P-07-23     ;Operator_18
34212;8BSFSA;9.0;1;P-07-23     ;Operator_18
34212;8BSFSA;9.0;1;P-07-13     ;Operator_18
34212;8BSFSA;9.0;1;P-07-13     ;Operator_18
34212;8BSFSA;9.0;1;P-07-13     ;Operator_18
34212;8BSFSA;9.0;1;P-07-13     ;Operator_18
34212;8BSFSA;9.0;1;P-07-13     ;Operator_18
34212;8BSFSA;9.0;1;P-07-13     ;Operator_18
34212;8BSFSA;9.0;1;P-07-13     ;Operator_18
34212;8BSFSA;9.0;1;P-07-13     ;Operator_18
34212;8BSFSA;9.0;1;P-07-13     ;Operator_18
34212;8BSFSA;9.0;1;P-07-13     ;Operator_18
34212;8BSFSA;9.0;1;P-07-13     ;Operator_18
34212;8BSFSA;9.0;1;P-07-13     ;Operator_18
34212;8BSFSA;9.0;1;RC-01       ;Operator_18
34212;8BSFSA;9.0;1;RC-01       ;Operator_18
34212;8BSFSA;9.0;1;RC-01       ;Operator_18
34212;8BSFSA;9.0;1;RC-01       ;Operator_18
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34211;8BSFSA;8.5;1;P-06-21     ;Operator_17
34210;8BSFSA;6.5;1;P-14-13     ;Operator_24
34210;8BSFSA;6.5;1;P-14-13     ;Operator_24
34210;8BSFSA;6.5;1;P-14-13     ;Operator_24
34210;8BSFSA;6.5;1;P-08-21     ;Operator_24
34210;8BSFSA;6.5;1;P-08-21     ;Operator_24
34210;8BSFSA;6.5;1;P-08-21     ;Operator_24
34210;8BSFSA;7.5;1;P-07-21     ;Operator_24
34210;8BSFSA;7.5;1;P-07-21     ;Operator_24
34210;8BSFSA;7.5;1;P-07-21     ;Operator_24
34210;8BSFSA;7.5;1;P-07-21     ;Operator_24
34210;8BSFSA;7.5;1;P-07-21     ;Operator_24
34210;8BSFSA;7.5;1;P-07-21     ;Operator_24
34210;8BSFSA;7.5;1;P-07-21     ;Operator_24
34210;8BSFSA;6.5;1;P-05-13     ;Operator_24
34210;8BSFSA;6.5;1;P-05-13     ;Operator_24
34210;8BSFSA;6.5;1;P-05-13     ;Operator_24
34210;8BSFSA;6.5;1;P-05-13     ;Operator_24
34210;8BSFSA;6.5;1;P-05-13     ;Operator_24
34210;8BSFSA;6.5;1;P-05-13     ;Operator_24
34210;8BSFSA;8.5;1;P-06-21     ;Operator_24
34210;8BSFSA;8.5;1;P-06-21     ;Operator_24
34210;8BSFSA;8.5;1;P-06-21     ;Operator_24
34210;8BSFSA;8.5;1;P-06-21     ;Operator_24
34210;8BSFSA;8.5;1;P-06-21     ;Operator_24
34209;8BSFSA;3.5;1;RC-01       ;Operator_8
34209;AHR20O;10.0;1;RC-01       ;Operator_8
34209;AHR20O;10.0;1;RC-01       ;Operator_8
34209;6M2FJM;11.0;1;RC-01       ;Operator_8
34209;05W6TK;12.0;1;RC-01       ;Operator_8
34209;05W6TK;12.0;1;RC-01       ;Operator_8
34209;05W6TK;12.0;1;RC-01       ;Operator_8
34209;05W6TK;12.0;1;RC-01       ;Operator_8
34209;I1X92B;12.0;1;RC-01       ;Operator_8
34209;I1X92B;12.0;1;RC-01       ;Operator_8
34209;8BSFSA;6.5;1;RC-01       ;Operator_8
34209;8BSFSA;5.5;1;RC-01       ;Operator_8
34209;F29V5I;12.0;1;RC-01       ;Operator_8
34209;05W6TK;12.0;1;RC-01       ;Operator_8
34209;0LNUOV;7.0;1;N-03-21     ;Operator_8
34209;8BSFSA;5.5;1;P-14-13     ;Operator_8
34209;8BSFSA;6.0;1;P-14-13     ;Operator_8
34209;XUZJ74;10.5;1;L-17-12     ;Operator_8
34209;6M2FJM;10.0;1;I-22-23     ;Operator_8
34209;6M2FJM;10.0;1;I-22-23     ;Operator_8
34209;6M2FJM;10.0;1;I-22-23     ;Operator_8
34209;8N10W9;11.0;1;H-10-21     ;Operator_8
34209;8N10W9;13.0;1;H-10-12     ;Operator_8
34209;8N10W9;10.0;1;H-08-22     ;Operator_8
34208;YE890X;9.5;1;RC-01       ;Operator_17
34208;05W6TK;13.0;1;RC-01       ;Operator_17
34208;05W6TK;13.0;1;RC-01       ;Operator_17
34208;05W6TK;9.0;1;RC-01       ;Operator_17
34208;05W6TK;9.0;1;RC-01       ;Operator_17
34208;05W6TK;12.0;1;RC-01       ;Operator_17
34208;84ABYS;9.5;1;RC-01       ;Operator_17
34208;84ABYS;9.5;1;RC-01       ;Operator_17
34208;84ABYS;8.5;1;O-15-22     ;Operator_17
34208;I1KDJ0;7.0;1;I-04-22     ;Operator_17
34207;Q50W5L;10.5;1;L-05-13     ;Operator_24
34207;TBCCF7;7.0;1;M-04-11     ;Operator_24
34207;I1X92B;11.0;1;I-19-23     ;Operator_24
34207;I1X92B;12.0;1;RC-01       ;Operator_24
34207;05W6TK;14.0;1;J-09-13     ;Operator_24
34207;05W6TK;14.0;1;J-09-13     ;Operator_24
34207;05W6TK;14.0;1;J-09-13     ;Operator_24
34206;05W6TK;9.5;1;RC-01       ;Operator_17
34206;05W6TK;9.5;1;RC-01       ;Operator_17
34206;05W6TK;9.5;1;RC-01       ;Operator_17
34206;05W6TK;14.0;1;J-09-13     ;Operator_17
34206;05W6TK;11.5;1;J-09-22     ;Operator_17
34206;05W6TK;11.5;1;J-09-22     ;Operator_17
34206;05W6TK;11.5;1;J-09-22     ;Operator_17
34206;05W6TK;10.5;1;J-07-23     ;Operator_17
34206;05W6TK;10.5;1;J-07-23     ;Operator_17
34206;05W6TK;10.5;1;J-07-23     ;Operator_17
34206;05W6TK;10.5;1;J-07-23     ;Operator_17
34206;05W6TK;10.5;1;J-07-23     ;Operator_17
34206;05W6TK;10.0;1;J-07-22     ;Operator_17
34206;05W6TK;10.0;1;J-07-22     ;Operator_17
34206;05W6TK;10.0;1;J-07-22     ;Operator_17
34206;05W6TK;10.0;1;J-07-22     ;Operator_17
34206;05W6TK;10.0;1;J-07-22     ;Operator_17
34206;05W6TK;9.5;1;J-07-21     ;Operator_17
34206;05W6TK;9.5;1;J-07-21     ;Operator_17
34206;05W6TK;8.5;1;J-05-12     ;Operator_17
34206;05W6TK;8.5;1;J-05-12     ;Operator_17
34206;05W6TK;8.5;1;J-05-12     ;Operator_17
34206;05W6TK;8.5;1;J-05-12     ;Operator_17
34206;05W6TK;8.5;1;J-05-12     ;Operator_17
34205;V6K6JX;12.0;1;P-16-22     ;Operator_24
34205;V6K6JX;12.0;1;P-16-22     ;Operator_24
34205;V6K6JX;13.0;1;P-16-22     ;Operator_24
34205;05W6TK;12.5;1;J-09-23     ;Operator_24
34205;05W6TK;12.5;1;J-09-23     ;Operator_24
34205;05W6TK;12.5;1;J-09-23     ;Operator_24
34205;05W6TK;12.5;1;J-09-23     ;Operator_24
34205;05W6TK;12.0;1;J-09-12     ;Operator_24
34205;05W6TK;12.0;1;J-09-12     ;Operator_24
34205;05W6TK;12.0;1;J-09-12     ;Operator_24
34205;05W6TK;12.0;1;J-09-12     ;Operator_24
34205;05W6TK;12.0;1;J-09-12     ;Operator_24
34205;05W6TK;8.0;1;J-05-21     ;Operator_24
34205;05W6TK;8.0;1;J-05-21     ;Operator_24
34205;05W6TK;8.0;1;J-05-21     ;Operator_24
34205;05W6TK;8.0;1;J-05-21     ;Operator_24
34205;05W6TK;7.5;1;J-03-23     ;Operator_24
34205;05W6TK;7.5;1;J-03-23     ;Operator_24
34205;05W6TK;7.5;1;J-03-23     ;Operator_24
34205;05W6TK;4.0;1;J-03-21     ;Operator_24
34205;05W6TK;5.0;1;J-03-21     ;Operator_24
34205;05W6TK;5.0;1;J-03-21     ;Operator_24
34205;05W6TK;6.5;1;J-03-11     ;Operator_24
34205;05W6TK;6.5;1;J-03-11     ;Operator_24
34204;I1X92B;11.0;1;I-19-23     ;Operator_8
34204;05W6TK;9.5;1;RC-01       ;Operator_8
34204;05W6TK;9.0;1;RC-01       ;Operator_8
34204;05W6TK;11.0;1;RC-01       ;Operator_8
34204;05W6TK;11.0;1;RC-01       ;Operator_8
34204;05W6TK;11.0;1;RC-01       ;Operator_8
34204;I1X92B;11.0;1;RC-01       ;Operator_8
34204;05W6TK;11.0;1;RC-01       ;Operator_8
34204;05W6TK;9.5;1;RC-01       ;Operator_8
34204;05W6TK;9.5;1;RC-01       ;Operator_8
34204;05W6TK;9.5;1;RC-01       ;Operator_8
34204;05W6TK;9.5;1;RC-01       ;Operator_8
34204;05W6TK;11.0;1;RC-01       ;Operator_8
34204;V6K6JX;10.5;1;P-04-22     ;Operator_8
34204;V6K6JX;10.0;1;O-23-23     ;Operator_8
34204;V6K6JX;11.0;1;P-16-22     ;Operator_8
34204;V6K6JX;11.0;1;P-16-22     ;Operator_8
34204;V6K6JX;11.5;1;P-16-22     ;Operator_8
34204;V6K6JX;11.5;1;P-16-22     ;Operator_8
34204;V6K6JX;12.0;1;P-16-22     ;Operator_8
34204;V6K6JX;10.0;1;P-16-22     ;Operator_8
34204;V6K6JX;10.0;1;P-16-22     ;Operator_8
34204;V6K6JX;10.5;1;P-16-22     ;Operator_8
34204;V6K6JX;12.0;1;P-16-22     ;Operator_8
34203;V6K6JX;9.0;1;P-16-21     ;Operator_17
34203;V6K6JX;9.0;1;P-16-21     ;Operator_17
34203;V6K6JX;8.0;1;P-16-22     ;Operator_17
34203;V6K6JX;8.0;1;P-16-22     ;Operator_17
34203;V6K6JX;5.0;1;O-20-12     ;Operator_17
34203;V6K6JX;6.5;1;O-05-21     ;Operator_17
34203;05W6TK;5.5;1;J-03-21     ;Operator_17
34203;05W6TK;7.0;1;J-03-22     ;Operator_17
34203;05W6TK;9.0;1;RC-01       ;Operator_17
34203;05W6TK;9.0;1;RC-01       ;Operator_17
34203;05W6TK;9.0;1;RC-01       ;Operator_17
34203;05W6TK;11.0;1;RC-01       ;Operator_17
34203;I1X92B;7.0;1;I-17-12     ;Operator_17
34203;I1X92B;7.0;1;I-17-12     ;Operator_17
34203;I1X92B;6.0;1;I-17-22     ;Operator_17
34203;I1X92B;5.5;1;I-17-22     ;Operator_17
34203;AHR20O;10.0;1;J-22-22     ;Operator_17
34203;05W6TK;11.0;1;J-09-11     ;Operator_17
34203;05W6TK;11.0;1;J-09-11     ;Operator_17
34202;TB6WIP;5.0;1;RC-01       ;Operator_17
34202;TB6WIP;5.0;1;RC-01       ;Operator_17
34201;TB6WIP;11.0;1;RC-01       ;Operator_18
34201;70EPUK;13.0;1;RC-01       ;Operator_18
34201;70EPUK;13.0;1;RC-01       ;Operator_18
34201;70EPUK;13.0;1;RC-01       ;Operator_18
34201;84ABYS;8.0;1;RC-01       ;Operator_18
34201;TB6WIP;9.0;1;RC-01       ;Operator_18
34201;TB6WIP;9.0;1;RC-01       ;Operator_18
34201;D8AMD3;6.5;1;RC-01       ;Operator_18
34201;D8AMD3;12.0;1;RC-01       ;Operator_18
34201;D8AMD3;12.0;1;RC-01       ;Operator_18
34201;84ABYS;9.0;1;RC-01       ;Operator_18
34201;84ABYS;8.0;1;RC-01       ;Operator_18
34201;84ABYS;9.5;1;RC-01       ;Operator_18
34201;05W6TK;12.5;1;RC-01       ;Operator_18
34201;AHR20O;9.0;1;RC-01       ;Operator_18
34201;AHR20O;9.0;1;RC-01       ;Operator_18
34201;AHR20O;9.0;1;RC-01       ;Operator_18
34201;AHR20O;9.0;1;RC-01       ;Operator_18
34201;AHR20O;9.0;1;RC-01       ;Operator_18
34201;AHR20O;10.5;1;RC-01       ;Operator_18
34201;AHR20O;10.5;1;RC-01       ;Operator_18
34201;AHR20O;10.5;1;RC-01       ;Operator_18
34201;AHR20O;10.5;1;RC-01       ;Operator_18
34201;AHR20O;10.5;1;RC-01       ;Operator_18
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34200;05W6TK;9.0;1;RC-01       ;Operator_17
34199;U8203G;9.0;1;RC-01       ;Operator_17
34199;84ABYS;9.5;1;RC-01       ;Operator_17
34199;AHR20O;10.0;1;J-22-22     ;Operator_17
34199;05W6TK;11.0;1;J-09-11     ;Operator_17
34199;05W6TK;11.0;1;J-09-11     ;Operator_17
34199;05W6TK;11.0;1;J-09-11     ;Operator_17
34198;Q50W5L;9.5;1;P-06-23     ;Operator_17
34198;O9YFO8;9.0;1;P-13-11     ;Operator_17
34198;7BU1V7;9.5;1;N-13-11     ;Operator_17
34198;Q50W5L;8.5;1;L-05-11     ;Operator_17
34198;SMMRK3;10.0;1;L-18-12     ;Operator_17
34198;AKP0A7;10.5;1;L-23-22     ;Operator_17
34198;AHR20O;10.0;1;J-21-13     ;Operator_17
34198;TNAHD4;12.0;1;K-07-23     ;Operator_17
34198;6M2FJM;11.0;1;I-24-22     ;Operator_17
34198;6M2FJM;12.0;1;I-24-12     ;Operator_17
34198;CD1NU9;10.5;1;I-02-11     ;Operator_17
34198;8N10W9;13.0;1;H-10-12     ;Operator_17
34197;I1KDJ0;10.0;1;I-08-22     ;Operator_18
34197;6NDM0O;7.5;1;P-06-23     ;Operator_18
34197;Q50W5L;9.5;1;P-06-23     ;Operator_18
34197;AKP0A7;10.5;1;L-23-22     ;Operator_18
34197;AKP0A7;10.0;1;L-23-11     ;Operator_18
34197;AKP0A7;10.0;1;L-23-11     ;Operator_18
34197;SMMRK3;10.5;1;L-18-13     ;Operator_18
34197;XUZJ74;10.0;1;L-17-11     ;Operator_18
34197;TNAHD4;9.0;1;K-05-12     ;Operator_18
34197;8E9F1P;10.5;1;K-10-23     ;Operator_18
34197;6M2FJM;11.0;1;I-24-22     ;Operator_18
34197;6M2FJM;11.0;1;I-24-22     ;Operator_18
34197;6M2FJM;11.0;1;I-24-22     ;Operator_18
34197;6M2FJM;11.0;1;I-24-22     ;Operator_18
34197;6M2FJM;11.0;1;I-24-22     ;Operator_18
34197;8N10W9;10.5;1;H-08-23     ;Operator_18
34197;8N10W9;8.0;1;H-06-21     ;Operator_18
34197;AHR20O;10.0;1;RC-01       ;Operator_18
34197;Q50W5L;9.0;1;RC-01       ;Operator_18
34197;AHR20O;10.5;1;RC-01       ;Operator_18
34196;AHR20O;10.0;1;RC-01       ;Operator_18
34196;AHR20O;10.0;1;RC-01       ;Operator_18
34196;AHR20O;13.0;1;RC-01       ;Operator_18
34196;AHR20O;10.0;1;RC-01       ;Operator_18
34196;70EPUK;9.5;1;RC-01       ;Operator_18
34196;70EPUK;9.5;1;RC-01       ;Operator_18
34196;32ZKOX;8.5;1;M-13-11     ;Operator_18
34196;32ZKOX;8.5;1;M-13-11     ;Operator_18
34196;32ZKOX;8.5;1;P-03-21     ;Operator_18
34196;O7AXAK;9.5;1;P-03-21     ;Operator_18
34196;G8ASPE;11.0;1;L-08-23     ;Operator_18
34196;G8ASPE;11.0;1;L-08-23     ;Operator_18
34196;G8ASPE;11.0;1;L-08-23     ;Operator_18
34196;6M2FJM;12.0;1;I-24-12     ;Operator_18
34196;6M2FJM;12.0;1;I-24-12     ;Operator_18
34196;6M2FJM;12.0;1;I-24-12     ;Operator_18
34196;6M2FJM;11.0;1;I-24-22     ;Operator_18
34196;6M2FJM;11.0;1;I-24-22     ;Operator_18
34196;6M2FJM;11.0;1;I-24-22     ;Operator_18
34196;6M2FJM;11.0;1;I-24-22     ;Operator_18
34195;O7AXAK;9.5;1;P-03-21     ;Operator_17
34195;Q50W5L;9.0;1;P-06-23     ;Operator_17
34195;Q50W5L;9.0;1;P-06-23     ;Operator_17
34195;ZRCYSH;12.0;1;L-13-21     ;Operator_17
34195;ZRCYSH;12.0;1;P-13-11     ;Operator_17
34195;5HQR89;13.0;1;O-09-12     ;Operator_17
34195;ZRCYSH;13.0;1;N-13-21     ;Operator_17
34195;ZRCYSH;10.5;1;N-13-21     ;Operator_17
34195;ZRCYSH;10.5;1;N-13-21     ;Operator_17
34195;Q50W5L;9.0;1;L-05-21     ;Operator_17
34195;5HQR89;12.0;1;O-09-23     ;Operator_17
34195;I1KDJ0;12.0;1;I-10-22     ;Operator_17
34195;I1KDJ0;12.0;1;I-10-22     ;Operator_17
34195;AHR20O;10.0;1;J-21-13     ;Operator_17
34195;ZRCYSH;11.0;1;L-15-12     ;Operator_17
34195;ZRCYSH;11.0;1;L-15-12     ;Operator_17
34195;2T1DJM;12.0;1;I-18-23     ;Operator_17
34195;2T1DJM;11.0;1;I-18-12     ;Operator_17
34195;2T1DJM;11.0;1;I-18-12     ;Operator_17
34195;8N10W9;12.0;1;H-10-22     ;Operator_17
34195;8N10W9;11.0;1;H-10-21     ;Operator_17
34195;8N10W9;10.5;1;H-08-23     ;Operator_17
34195;8N10W9;10.0;1;H-08-22     ;Operator_17
34195;8N10W9;10.0;1;H-08-22     ;Operator_17
34194;ZRCYSH;8.0;1;M-01-21     ;Operator_17
34194;ZRCYSH;8.0;1;M-01-21     ;Operator_17
34194;5HQR89;8.0;1;N-10-13     ;Operator_17
34194;5HQR89;9.5;1;O-18-12     ;Operator_17
34194;5HQR89;10.0;1;M-14-11     ;Operator_17
34194;5HQR89;10.0;1;M-14-11     ;Operator_17
34194;ZRCYSH;6.0;1;K-15-11     ;Operator_17
34194;ZRCYSH;8.5;1;L-13-21     ;Operator_17
34194;ZRCYSH;10.0;1;L-13-11     ;Operator_17
34194;AHR20O;10.5;1;J-23-11     ;Operator_17
34194;2T1DJM;10.0;1;I-18-21     ;Operator_17
34194;2T1DJM;9.5;1;I-16-13     ;Operator_17
34194;2T1DJM;8.5;1;I-16-11     ;Operator_17
34194;2T1DJM;8.0;1;I-14-23     ;Operator_17
34194;2T1DJM;8.0;1;I-14-23     ;Operator_17
34194;2T1DJM;6.0;1;I-14-21     ;Operator_17
34194;ZRCYSH;9.5;1;I-13-11     ;Operator_17
34194;5HQR89;8.5;1;I-02-22     ;Operator_17
34194;8N10W9;8.5;1;H-06-12     ;Operator_17
34194;8N10W9;8.5;1;H-06-12     ;Operator_17
34194;8N10W9;8.0;1;H-06-11     ;Operator_17
34194;8N10W9;7.5;1;H-04-13     ;Operator_17
34194;8N10W9;5.0;1;H-04-21     ;Operator_17
34194;8N10W9;6.0;1;H-02-21     ;Operator_17
34193;Q50W5L;9.0;1;P-06-23     ;Operator_18
34193;Q50W5L;9.0;1;P-06-23     ;Operator_18
34193;Q50W5L;9.0;1;P-06-23     ;Operator_18
34193;I1KDJ0;12.0;1;I-10-22     ;Operator_18
34193;2Z7ZEP;9.0;1;O-22-22     ;Operator_18
34193;7BU1V7;12.0;1;N-10-12     ;Operator_18
34193;8D9SAW;10.0;1;M-15-13     ;Operator_18
34193;8D9SAW;9.0;1;M-15-12     ;Operator_18
34193;SMMRK3;11.0;1;L-20-11     ;Operator_18
34193;SMMRK3;10.0;1;L-18-12     ;Operator_18
34193;G8ASPE;11.0;1;L-08-23     ;Operator_18
34193;TNAHD4;9.0;1;K-05-12     ;Operator_18
34193;TNAHD4;12.0;1;K-07-23     ;Operator_18
34193;DGAONE;7.0;1;J-16-11     ;Operator_18
34193;BLJLMQ;9.0;1;J-10-11     ;Operator_18
34193;8N10W9;10.5;1;H-08-23     ;Operator_18
34193;8N10W9;10.0;1;H-08-22     ;Operator_18
34193;8N10W9;9.5;1;H-08-21     ;Operator_18
34193;8N10W9;9.0;1;H-06-23     ;Operator_18
34193;8N10W9;9.0;1;H-06-23     ;Operator_18
34192;F73ZE1;6.0;1;P-06-11     ;Operator_17
34192;7BU1V7;8.5;1;P-14-12     ;Operator_17
34192;2OAVPY;10.0;1;M-14-21     ;Operator_17
34192;2OAVPY;13.0;1;M-14-21     ;Operator_17
34192;8D9SAW;9.5;1;M-15-23     ;Operator_17
34192;8D9SAW;8.5;1;M-15-22     ;Operator_17
34192;8D9SAW;8.5;1;M-15-22     ;Operator_17
34192;SMMRK3;8.5;1;L-16-12     ;Operator_17
34192;SMMRK3;9.0;1;L-16-13     ;Operator_17
34192;SMMRK3;11.0;1;L-20-11     ;Operator_17
34192;AKP0A7;8.0;1;L-21-11     ;Operator_17
34192;AKP0A7;8.0;1;L-21-11     ;Operator_17
34192;AKP0A7;9.0;1;L-21-12     ;Operator_17
34192;AKP0A7;9.0;1;L-21-12     ;Operator_17
34192;6M2FJM;9.5;1;I-22-12     ;Operator_17
34192;6M2FJM;9.5;1;I-22-12     ;Operator_17
34192;6M2FJM;10.0;1;I-22-13     ;Operator_17
34192;6M2FJM;10.0;1;I-22-13     ;Operator_17
34192;6M2FJM;10.5;1;I-24-21     ;Operator_17
34192;6M2FJM;12.0;1;I-24-12     ;Operator_17
34192;6M2FJM;12.0;1;I-24-12     ;Operator_17
34192;6M2FJM;12.0;1;I-24-12     ;Operator_17
34192;6M2FJM;12.0;1;I-24-12     ;Operator_17
34192;6M2FJM;12.0;1;I-24-12     ;Operator_17
34191;6M2FJM;11.0;1;I-24-22     ;Operator_18
34191;6M2FJM;12.0;1;I-24-12     ;Operator_18
34191;6M2FJM;12.0;1;I-24-12     ;Operator_18
34191;6M2FJM;12.0;1;I-24-12     ;Operator_18
34191;6M2FJM;12.0;1;I-24-12     ;Operator_18
34191;6M2FJM;12.0;1;I-24-12     ;Operator_18
34191;6M2FJM;12.0;1;I-24-12     ;Operator_18
34191;6M2FJM;11.0;1;RC-01       ;Operator_18
34191;6M2FJM;11.0;1;RC-01       ;Operator_18
34191;6M2FJM;11.0;1;RC-01       ;Operator_18
34191;6M2FJM;11.0;1;RC-01       ;Operator_18
34191;6M2FJM;11.0;1;RC-01       ;Operator_18
34191;6M2FJM;11.0;1;RC-01       ;Operator_18
34191;6M2FJM;11.0;1;RC-01       ;Operator_18
34191;6M2FJM;11.0;1;RC-01       ;Operator_18
34191;6M2FJM;11.0;1;RC-01       ;Operator_18
